url_length,has_https,path_depth,has_query_params,num_query_params,has_fragment,has_port,subdomain_count,is_ip_address,domain_length,domain_has_hyphens,domain_tld,status_code,status_category,response_size,response_time_ms,is_redirect,redirect_chain_len,total_headers,server_header_present,server_header,x_powered_by_present,content_type,has_cookies,num_cookies,has_cors,cache_control,security_headers_count,has_csp,has_hsts,has_xss_protection,has_frame_options,has_content_type_options,has_forms,form_count,has_inputs,input_count,has_password_input,password_count,has_hidden_input,hidden_count,has_file_upload,file_upload_count,has_search_input,search_count,has_buttons,button_count,has_textarea,textarea_count,has_select,select_count,has_scripts,script_count,inline_script_count,internal_script_count,external_script_count,has_links,link_count,internal_link_count,external_link_count,has_images,image_count,has_meta_tags,meta_count,has_stylesheets,stylesheet_count,has_javascript,has_comments,comment_count,has_title,server_apache,server_nginx,server_iis,tech_php,tech_aspnet,tech_jsp,tech_wordpress,tech_drupal,tech_joomla,has_debug_info,has_error_messages,has_sql_errors,has_file_paths,has_waf,waf_cloudflare,waf_aws,waf_imperva,waf_vendor_name,waf_detection_method,waf_confidence,reflection_detected,csp_header_reflection_detected,has_jwt,jwt_count,has_api_keys,api_key_count,cookie_count,session_cookies,secure_cookie_ratio,httponly_cookie_ratio,samesite_cookie_ratio,redirect_count,has_redirect_chain,final_https,get_form_count,post_form_count,has_login_form,login_form_count,csrf_token_input_count,has_csrf_token,same_origin_form_count,external_form_count,unique_input_names,unique_endpoint_count,parameterized_link_count,api_like_endpoint_count,inline_event_handler_count,email_input_count,url_input_count,mailto_link_count,tel_link_count,body_truncated_for_analysis,input_to_form_ratio,script_to_content_ratio,security_score,interactivity_score,is_vulnerable,vulnerability_type,scan_id,timestamp,target_url,original_url,is_redirect_response,final_url,target_root,page_url,dataset_record_type,saved_at
29,1,1,0,0,0,0,2,0,15,0,com,200,2,49997,359.748,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,9,5,4,0,1,17,15,2,1,2,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,1,0,0,0,1,1,1,0,1,22,7,1,0,0,0,0,0,0,1.0,0.0001800108006480389,1.0,0.06000360021601296,0,,20260615_183222,2026-06-15T19:35:00.754434,https://app.sa.zain.com/help/,https://app.sa.zain.com/help/,False,https://app.sa.zain.com/help/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/help/,recon_page,2026-06-15T19:35:00.754862
34,1,2,0,0,0,0,2,0,15,0,com,404,4,52457,315.32500000000005,0,0,18,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,9,5,4,0,1,26,22,4,1,7,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,1,0,0,0,1,1,1,0,1,27,7,1,4,0,0,0,0,0,1.0,0.00017156909468707702,1.0,0.05718969822902568,0,,20260615_183222,2026-06-15T19:35:20.471441,https://app.sa.zain.com/ur/called/,https://app.sa.zain.com/ur/called/,False,https://app.sa.zain.com/ur/called/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/ur/called/,recon_page,2026-06-15T19:35:20.471972
35,1,2,0,0,0,0,2,0,15,0,com,200,2,55510,217.493,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,3,1,15,0,0,1,5,1,1,0,0,1,3,1,1,0,0,1,30,6,15,9,1,22,22,0,1,13,1,7,1,5,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,2,1,1,1,3,1,3,0,8,44,6,1,4,0,0,0,0,0,5.0,0.0005404431633939831,1.0,0.37831021437578816,0,,20260615_183222,2026-06-15T19:35:33.663228,https://app.sa.zain.com/auth/login/,https://app.sa.zain.com/auth/login/,False,https://app.sa.zain.com/auth/login/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/auth/login/,recon_page,2026-06-15T19:35:33.664082
33,1,1,0,0,0,0,2,0,15,0,com,200,2,43746,326.26500000000004,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,9,5,4,0,1,14,12,2,1,2,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,1,0,0,0,1,1,1,0,1,19,7,1,0,0,0,0,0,0,1.0,0.00020573309559731174,1.0,0.06857769853243725,0,,20260615_183222,2026-06-15T19:35:51.262067,https://app.sa.zain.com/settings/,https://app.sa.zain.com/settings/,False,https://app.sa.zain.com/settings/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/settings/,recon_page,2026-06-15T19:35:51.262505
34,1,2,0,0,0,0,2,0,15,0,com,404,4,52457,267.133,0,0,18,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,9,5,4,0,1,26,22,4,1,7,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,1,0,0,0,1,1,1,0,1,27,7,1,4,0,0,0,0,0,1.0,0.00017156909468707702,1.0,0.05718969822902568,0,,20260615_183222,2026-06-15T19:36:02.867618,https://app.sa.zain.com/ar/called/,https://app.sa.zain.com/ar/called/,False,https://app.sa.zain.com/ar/called/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/ar/called/,recon_page,2026-06-15T19:36:02.868161
34,1,1,0,0,0,0,2,0,15,0,com,200,2,84488,545.676,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,1,1,6,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,9,5,4,0,1,27,25,2,1,23,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,1,0,0,0,1,1,1,0,3,25,7,1,4,0,0,0,0,0,6.0,0.00010652400340876811,1.0,0.10652400340876811,0,,20260615_183222,2026-06-15T19:36:19.929444,https://app.sa.zain.com/dashboard/,https://app.sa.zain.com/dashboard/,False,https://app.sa.zain.com/dashboard/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/dashboard/,recon_page,2026-06-15T19:36:19.929911
36,1,1,0,0,0,0,2,0,15,0,com,200,2,50862,285.433,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,10,6,4,0,1,26,22,4,1,10,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,1,0,0,0,1,1,1,0,1,26,8,1,4,0,0,0,0,0,1.0,0.00019661043608194722,1.0,0.058983130824584167,0,,20260615_183222,2026-06-15T19:36:31.449289,https://app.sa.zain.com/zain-clinic/,https://app.sa.zain.com/zain-clinic/,False,https://app.sa.zain.com/zain-clinic/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/zain-clinic/,recon_page,2026-06-15T19:36:31.449655
44,1,2,0,0,0,0,2,0,15,0,com,200,2,70561,415.632,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,10,6,4,0,1,29,21,8,1,13,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,1,0,0,0,1,1,1,0,1,30,13,1,4,0,0,0,0,0,1.0,0.0001417213474865719,1.0,0.04251640424597156,0,,20260615_183222,2026-06-15T19:36:48.973906,https://app.sa.zain.com/takaful/get-content/,https://app.sa.zain.com/takaful/get-content/,False,https://app.sa.zain.com/takaful/get-content/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/takaful/get-content/,recon_page,2026-06-15T19:36:48.974565
48,1,3,0,0,0,0,2,0,15,0,com,404,4,52513,306.574,0,0,18,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,9,5,4,0,1,26,22,4,1,7,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,1,0,0,0,1,1,1,0,1,27,7,1,4,0,0,0,0,0,1.0,0.00017138613295755338,1.0,0.05712871098585112,0,,20260615_183222,2026-06-15T19:37:06.195181,https://app.sa.zain.com/ur/quickpay/save-config/,https://app.sa.zain.com/ur/quickpay/save-config/,False,https://app.sa.zain.com/ur/quickpay/save-config/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/ur/quickpay/save-config/,recon_page,2026-06-15T19:37:06.195667
48,1,3,0,0,0,0,2,0,15,0,com,404,4,52513,244.904,0,0,18,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,9,5,4,0,1,26,22,4,1,7,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,1,0,0,0,1,1,1,0,1,27,7,1,4,0,0,0,0,0,1.0,0.00017138613295755338,1.0,0.05712871098585112,0,,20260615_183222,2026-06-15T19:37:28.568828,https://app.sa.zain.com/ar/quickpay/save-config/,https://app.sa.zain.com/ar/quickpay/save-config/,False,https://app.sa.zain.com/ar/quickpay/save-config/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/ar/quickpay/save-config/,recon_page,2026-06-15T19:37:28.569387
47,1,3,0,0,0,0,2,0,15,0,com,200,2,70601,415.17900000000003,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,10,6,4,0,1,29,21,8,1,13,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,1,0,0,0,1,1,1,0,1,30,13,1,4,0,0,0,0,0,1.0,0.0001416410532428719,1.0,0.04249231597286157,0,,20260615_183222,2026-06-15T19:37:56.673578,https://app.sa.zain.com/ur/takaful/get-content/,https://app.sa.zain.com/ur/takaful/get-content/,False,https://app.sa.zain.com/ur/takaful/get-content/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/ur/takaful/get-content/,recon_page,2026-06-15T19:37:56.674018
47,1,3,0,0,0,0,2,0,15,0,com,200,2,70561,369.666,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,10,6,4,0,1,29,21,8,1,13,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,1,0,0,0,1,1,1,0,1,30,13,1,4,0,0,0,0,0,1.0,0.0001417213474865719,1.0,0.04251640424597156,0,,20260615_183222,2026-06-15T19:38:31.528959,https://app.sa.zain.com/ar/takaful/get-content/,https://app.sa.zain.com/ar/takaful/get-content/,False,https://app.sa.zain.com/ar/takaful/get-content/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/ar/takaful/get-content/,recon_page,2026-06-15T19:38:31.529422
32,1,2,0,0,0,0,2,0,15,0,com,200,2,50039,384.79200000000003,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,9,5,4,0,1,17,15,2,1,2,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,1,0,0,0,1,1,1,0,1,22,7,1,0,0,0,0,0,0,1.0,0.00017985970942664722,1.0,0.05995323647554907,0,,20260615_183222,2026-06-15T19:39:51.341444,https://app.sa.zain.com/ur/help/,https://app.sa.zain.com/ur/help/,False,https://app.sa.zain.com/ur/help/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/ur/help/,recon_page,2026-06-15T19:39:51.341843
48,1,2,0,0,0,0,2,0,15,0,com,200,2,127819,624.2379999999999,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,2,1,14,0,0,1,4,1,1,0,0,1,20,1,1,0,0,1,30,6,15,9,1,22,22,0,1,10,1,7,1,5,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,2,0,0,0,2,1,2,0,7,44,6,1,4,0,0,3,0,0,7.0,0.00023470689021194032,1.0,0.28164826825432837,0,,20260615_183222,2026-06-15T19:41:05.372681,https://app.sa.zain.com/ur/terms-and-conditions/,https://app.sa.zain.com/ur/terms-and-conditions/,False,https://app.sa.zain.com/ur/terms-and-conditions/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/ur/terms-and-conditions/,recon_page,2026-06-15T19:41:05.373804
37,1,2,0,0,0,0,2,0,15,0,com,200,2,84946,764.629,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,1,1,6,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,9,5,4,0,1,27,25,2,1,23,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,1,0,0,0,1,1,1,0,3,25,7,1,4,0,0,0,0,0,6.0,0.00010594966213829963,1.0,0.10594966213829962,0,,20260615_183222,2026-06-15T19:41:25.886650,https://app.sa.zain.com/ur/dashboard/,https://app.sa.zain.com/ur/dashboard/,False,https://app.sa.zain.com/ur/dashboard/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/ur/dashboard/,recon_page,2026-06-15T19:41:25.887495
36,1,2,0,0,0,0,2,0,15,0,com,200,2,43746,435.07099999999997,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,9,5,4,0,1,14,12,2,1,2,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,1,0,0,0,1,1,1,0,1,19,7,1,0,0,0,0,0,0,1.0,0.00020573309559731174,1.0,0.06857769853243725,0,,20260615_183222,2026-06-15T19:41:46.836253,https://app.sa.zain.com/ur/settings/,https://app.sa.zain.com/ur/settings/,False,https://app.sa.zain.com/ur/settings/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/ur/settings/,recon_page,2026-06-15T19:41:46.841096
38,1,3,0,0,0,0,2,0,15,0,com,200,2,55510,254.548,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,3,1,15,0,0,1,5,1,1,0,0,1,3,1,1,0,0,1,30,6,15,9,1,22,22,0,1,13,1,7,1,5,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,2,1,1,1,3,1,3,0,8,44,6,1,4,0,0,0,0,0,5.0,0.0005404431633939831,1.0,0.37831021437578816,0,,20260615_183222,2026-06-15T19:42:20.742303,https://app.sa.zain.com/ur/auth/login/,https://app.sa.zain.com/ur/auth/login/,False,https://app.sa.zain.com/ur/auth/login/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/ur/auth/login/,recon_page,2026-06-15T19:42:20.744368
36,1,2,0,0,0,0,2,0,15,0,com,200,2,43677,376.726,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,9,5,4,0,1,14,12,2,1,2,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,1,0,0,0,1,1,1,0,1,19,7,1,0,0,0,0,0,0,1.0,0.000206058108386565,1.0,0.068686036128855,0,,20260615_183222,2026-06-15T19:43:17.243051,https://app.sa.zain.com/ar/settings/,https://app.sa.zain.com/ar/settings/,False,https://app.sa.zain.com/ar/settings/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/ar/settings/,recon_page,2026-06-15T19:43:17.243597
38,1,3,0,0,0,0,2,0,15,0,com,200,2,55416,383.58,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,3,1,15,0,0,1,5,1,1,0,0,1,3,1,1,0,0,1,30,6,15,9,1,22,22,0,1,13,1,7,1,5,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,2,1,1,1,3,1,3,0,8,44,6,1,4,0,0,0,0,0,5.0,0.0005413598960589,1.0,0.37895192724123,0,,20260615_183222,2026-06-15T19:43:44.598588,https://app.sa.zain.com/ar/auth/login/,https://app.sa.zain.com/ar/auth/login/,False,https://app.sa.zain.com/ar/auth/login/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/ar/auth/login/,recon_page,2026-06-15T19:43:44.599292
32,1,2,0,0,0,0,2,0,15,0,com,200,2,49997,398.452,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,9,5,4,0,1,17,15,2,1,2,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,1,0,0,0,1,1,1,0,1,22,7,1,0,0,0,0,0,0,1.0,0.0001800108006480389,1.0,0.06000360021601296,0,,20260615_183222,2026-06-15T19:44:08.889836,https://app.sa.zain.com/ar/help/,https://app.sa.zain.com/ar/help/,False,https://app.sa.zain.com/ar/help/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/ar/help/,recon_page,2026-06-15T19:44:08.890514
48,1,2,0,0,0,0,2,0,15,0,com,200,2,123668,573.003,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,2,1,14,0,0,1,4,1,1,0,0,1,20,1,1,0,0,1,30,6,15,9,1,22,22,0,1,10,1,7,1,5,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,2,0,0,0,2,1,2,0,7,44,6,1,4,0,0,1,0,0,7.0,0.00024258498560662418,1.0,0.291101982727949,0,,20260615_183222,2026-06-15T19:44:33.995732,https://app.sa.zain.com/ar/terms-and-conditions/,https://app.sa.zain.com/ar/terms-and-conditions/,False,https://app.sa.zain.com/ar/terms-and-conditions/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/ar/terms-and-conditions/,recon_page,2026-06-15T19:44:33.996352
37,1,2,0,0,0,0,2,0,15,0,com,200,2,84488,578.332,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,1,1,6,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,9,5,4,0,1,27,25,2,1,23,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,1,0,0,0,1,1,1,0,3,25,7,1,4,0,0,0,0,0,6.0,0.00010652400340876811,1.0,0.10652400340876811,0,,20260615_183222,2026-06-15T19:44:56.775567,https://app.sa.zain.com/ar/dashboard/,https://app.sa.zain.com/ar/dashboard/,False,https://app.sa.zain.com/ar/dashboard/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/ar/dashboard/,recon_page,2026-06-15T19:44:56.775995
56,1,3,0,0,0,0,2,0,15,0,com,200,2,54855,254.95499999999998,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,2,1,12,0,0,1,4,1,1,0,0,1,2,1,1,0,0,1,30,6,15,9,1,26,26,0,1,13,1,7,1,5,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,2,0,0,0,2,1,2,0,6,46,6,1,4,0,0,0,0,0,6.0,0.0005468963631391851,1.0,0.29167806034089877,0,,20260615_183222,2026-06-15T19:45:08.166936,https://app.sa.zain.com/ur/settings/security-management/,https://app.sa.zain.com/ur/settings/security-management/,False,https://app.sa.zain.com/ur/settings/security-management/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/ur/settings/security-management/,recon_page,2026-06-15T19:45:08.167472
61,1,4,0,0,0,0,2,0,15,0,com,200,2,53297,249.616,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,2,1,12,0,0,1,4,1,1,0,0,1,2,1,1,0,0,1,30,6,15,9,1,27,27,0,1,11,1,7,1,5,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,2,0,0,0,2,1,2,0,6,44,6,1,4,0,0,0,0,0,6.0,0.0005628834643600953,1.0,0.3002045143253842,0,,20260615_183222,2026-06-15T19:45:30.534748,https://app.sa.zain.com/ur/settings/language/change-language/,https://app.sa.zain.com/ur/settings/language/change-language/,False,https://app.sa.zain.com/ur/settings/language/change-language/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/ur/settings/language/change-language/,recon_page,2026-06-15T19:45:30.535345
73,1,4,0,0,0,0,2,0,15,0,com,200,2,59027,406.714,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,2,1,12,0,0,1,4,1,1,0,0,1,4,1,1,0,0,1,30,6,15,9,1,27,27,0,1,17,1,7,1,5,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,2,0,0,0,2,1,2,0,6,47,6,1,4,0,0,0,0,0,6.0,0.0005082419909532926,1.0,0.30494519457197555,0,,20260615_183222,2026-06-15T19:59:58.845081,https://app.sa.zain.com/en/settings/security-management/account-security/,https://app.sa.zain.com/en/settings/security-management/account-security/,False,https://app.sa.zain.com/en/settings/security-management/account-security/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/en/settings/security-management/account-security/,recon_page,2026-06-15T19:59:58.845542
93,1,5,0,0,0,0,2,0,15,0,com,200,2,59382,526.1759999999999,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,4,1,23,0,0,1,10,1,1,0,0,1,4,1,1,0,0,1,30,6,15,9,1,26,26,0,1,14,1,7,1,5,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,2,2,0,0,4,1,4,0,9,48,6,1,4,0,0,0,0,0,5.75,0.000505203597049611,1.0,0.5220437169512647,0,,20260615_183222,2026-06-15T20:00:00.340765,https://app.sa.zain.com/en/settings/security-management/numbers-security/check-other-numbers/,https://app.sa.zain.com/en/settings/security-management/numbers-security/check-other-numbers/,False,https://app.sa.zain.com/en/settings/security-management/numbers-security/check-other-numbers/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/en/settings/security-management/numbers-security/check-other-numbers/,recon_page,2026-06-15T20:00:00.341389
56,1,4,0,0,0,0,2,0,15,0,com,200,2,64764,314.534,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,2,1,12,0,0,1,4,1,1,0,0,1,2,1,1,0,0,1,31,7,15,9,1,28,28,0,1,14,1,7,1,5,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,2,0,0,0,2,1,2,0,6,47,6,1,4,0,0,0,0,0,6.0,0.00047866098449756035,1.0,0.24705083070841827,0,,20260615_183222,2026-06-15T20:03:05.203215,https://app.sa.zain.com/en/help/knowledgebase/data-line/,https://app.sa.zain.com/en/help/knowledgebase/data-line/,False,https://app.sa.zain.com/en/help/knowledgebase/data-line/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/en/help/knowledgebase/data-line/,recon_page,2026-06-15T20:03:05.204491
62,1,4,0,0,0,0,2,0,15,0,com,200,2,57348,398.09299999999996,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,2,1,12,0,0,1,4,1,1,0,0,1,2,1,1,0,0,1,30,6,15,9,1,34,34,0,1,12,1,7,1,5,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,2,0,0,0,2,1,2,0,6,53,6,1,4,0,0,0,0,0,6.0,0.0005231219920485457,1.0,0.2789983957592244,0,,20260615_183222,2026-06-15T20:03:06.738069,https://app.sa.zain.com/en/help/knowledgebase/customer-rights/,https://app.sa.zain.com/en/help/knowledgebase/customer-rights/,False,https://app.sa.zain.com/en/help/knowledgebase/customer-rights/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/en/help/knowledgebase/customer-rights/,recon_page,2026-06-15T20:03:06.739102
57,1,4,0,0,0,0,2,0,15,0,com,200,2,56454,349.428,0,0,21,0,unknown,0,html,1,5,1,1,8,1,1,1,1,1,1,2,1,12,0,0,1,4,1,1,0,0,1,2,1,1,0,0,1,30,6,15,9,1,32,32,0,1,12,1,7,1,5,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,none,none,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,1,2,0,0,0,2,1,2,0,6,51,6,1,4,0,0,0,0,0,6.0,0.0005314061005420342,1.0,0.28341658695575156,0,,20260615_183222,2026-06-15T20:03:06.728453,https://app.sa.zain.com/en/help/knowledgebase/zain-store/,https://app.sa.zain.com/en/help/knowledgebase/zain-store/,False,https://app.sa.zain.com/en/help/knowledgebase/zain-store/,https://app.sa.zain.com/en/home/,https://app.sa.zain.com/en/help/knowledgebase/zain-store/,recon_page,2026-06-15T20:03:06.738272
